url,label,source
http://app.tashopb.vip,phish,openphish
http://yfc44.net,phish,openphish
http://reset.carters-okta.com,phish,openphish
https://khoiho0806.github.io/khoi-netflix,phish,openphish
https://mmapphub.pages.dev/assets/&quot,phish,openphish
https://houmasselloubeu.vercel.app/vaohvt.cwjgokheik,phish,openphish
https://kirtisharma2745.github.io/task1,phish,openphish
https://kysgo.pe/fr/am/infospage.php,phish,openphish
https://update-ledger-login.vercel.app/ledger%20form/index.html,phish,openphish
https://utilecommerceri.netsons.org/cpsess7938305061/accountservice/2025/home/nkl-log.php,phish,openphish
http://www.iloveyourglasses.com/-/amende/antai,phish,openphish
http://www.roblox.com.ml/users/5367817690/profile,phish,openphish
https://shower-sapphire-assistant-personnel.trycloudflare.com/login.html,phish,openphish
https://bybit.verifica-aml.com,phish,openphish
http://migrazione-eu.com,phish,openphish
https://www.companycloud.lol,phish,openphish
https://pcndfi.top,phish,openphish
https://amazonwebservices.security-unauthorised-request.com/login/zWDOx0s0gIihk38-aQieIuFbpbkAZ0v32U0c=1AA==8WVVZQldWZ1RXX1FW/OU7jtVLNJA1gbiNb6px9GtUDewiAWseu,phish,openphish
http://ledgr-live-web-login.typedream.app,phish,openphish
http://steep-meadow-76f0.rwks7643.workers.dev/device-info?chatId=5554796119,phish,openphish
http://steep-meadow-76f0.rwks7643.workers.dev/device-info.html?chatId=5554796119,phish,openphish
http://nasre-gauri.github.io/websitegauri,phish,openphish
https://wallet-ladger-livelogin.vercel.app/ledger%20form/index.html,phish,openphish
https://famrestaurantservices.com/blobyomi.html,phish,openphish
https://www.roblox.com.ml/communities/8956606915/Emote-Evaders,phish,openphish
http://metramaskk_log.godaddysites.com,phish,openphish
http://licensingdocs.azurewebsites.net/licensing/docs/customeragreement,phish,openphish
https://blockfilogiii.godaddysites.com,phish,openphish
http://www.blockfilogiii.godaddysites.com,phish,openphish
http://startportal-io-docs-trezur.typedream.app,phish,openphish
https://cm-98-er.cyou/app/plan.php,phish,openphish
https://s3.eu-north-1.amazonaws.com/secure.view/handbook.html,phish,openphish
http://tds-ca-dpm-prod-live-frontend.tdse.now.hclsoftware.cloud,phish,openphish
http://eq51lnf7.tscpress.com,phish,openphish
https://calendar-invites.com/landing/form/32ba4fe7-09e6-49da-a4e2-968fd9c6c3e1,phish,openphish
http://green01.mzlcpsm.eu.org,phish,openphish
http://www.skjssjjskjsjskskjs.weebly.com,phish,openphish
http://www.citiservice.vercel.app,phish,openphish
http://www.roblox.com.ml/communities/2340894659/BladeBallX,phish,openphish
http://www.roblox.com.py/communities/9095923448,phish,openphish
http://sansita0704.github.io/amazon-clone,phish,openphish
http://ts757.vip,phish,openphish
http://vincent9457.github.io/Scam_website,phish,openphish
https://roblox.com.ge/users/6808875750/profile,phish,openphish
http://instagram.dlscomunicacao.com.br/notfound,phish,openphish
http://kuucxionlognn.webflow.io,phish,openphish
https://teegardenvodka.avromic.com/nuweigh/nuweigh.html,phish,openphish
https://roblox.com.kz/games/16732694052/Fisch?privateServerLinkCode=58864842805062946293338302442577,phish,openphish
https://roblox.com.kz/users/1342471186/profile,phish,openphish
http://l3gacicodes.github.io/netflix-practice,phish,openphish
https://pal.bio/vptsnrrunf,phish,openphish
https://unxdfi.top,phish,openphish
https://www.roblox.com.ml/users/1857620463/profile,phish,openphish
http://l--start-ledger-oauth.webflow.io,phish,openphish
http://kucuinlogne.webflow.io,phish,openphish
http://kuucoinloginie.webflow.io,phish,openphish
http://kuucinnologin.webflow.io,phish,openphish
http://kuicoxoinslogon.webflow.io,phish,openphish
http://kuucoenloginn.webflow.io,phish,openphish
http://kuokinlogon.webflow.io,phish,openphish
http://kucooiinnlogin.webflow.io,phish,openphish
https://www.robiox.com.py/users/322185424111/profile,phish,openphish
http://etransfert-deposit.com/clients/desj/login.html,phish,openphish
http://etransfert-deposit.com/clients/tan/index.html,phish,openphish
https://dbssshop.com,phish,openphish
http://bleuhostread.com/ef3d1a8fcd61fe032289da6588617355/login.php,phish,openphish
http://bleuhostread.com,phish,openphish
http://fidelityworkplaceog.click/0ykzfsi/page.html,phish,openphish
http://fidelityworkplaceog.click/0ykzfsi,phish,openphish
https://smec-workshops.cloudevents.ai/ms-az-events/events/98b94022-f158-4153-a69c-440d3052970e,phish,openphish
https://portal-smec.cloudevents.ai/microsoft-azure-events/events/98b94022-f158-4153-a69c-440d3052970e,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(s0fdmhtn5frnmzqvmhcferyd))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(ibctttakociztizclyjqa3rk))/Main/Login,phish,openphish
http://fixserverdapp.pages.dev,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(4l2dxzju1h140e0iq0bo4pmf))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(jqdyjehiapgpem4s2yzevfuv))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(3mkomnwkbd0yy3spz2yne05c))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(nzizacp5kcfrb22waqfyovza))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(3cklniymntg1p4bu2ekvx1mk))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(pb4lyxza3cue0vrux132yr2h))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(fg44phngkzyyomwfnxtmuk0y))/Main/Login,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(hqmoqrajgajbcbjqr1kulpm5))/Main/Login,phish,openphish
https://www.nbtybnjnfxp5.cc,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(uxkrxpmid4qwwpbcz2cxpwli))/Main/Login,phish,openphish
https://198562-coinbase.com/captcha?redirect_to=/,phish,openphish
https://aun-ali-12.github.io/Netflix-UI-clone,phish,openphish
https://rbfcu-star.azurewebsites.net/(S(1qze2ta4tebxewy0u0tnwkmb))/Main/Login,phish,openphish
http://securesmandt.vercel.app,phish,openphish
https://amazonwebservices.security-unauthorised-request.com/login/zWDOx0s0gIihk38-aQieIuFbpbkAZ0v32U0c=1AA==6V1tXTFlYaVpZUV9Y/OU7jtVLNJA1gbiNb6px9GtUDewiAWseu,phish,openphish
https://safeeconnect.com,phish,openphish
http://zenvria.com,phish,openphish
http://buxstore.shop,phish,openphish
https://xpressdl.top,phish,openphish
http://www.etransfert-deposit.com/clients/sc,phish,openphish
http://jatucson2.wixsite.com/my-site-1,phish,openphish
https://www.pay.mojdpd.si/SL/Login/Login,phish,openphish
http://www.pay.mojdpd.si,phish,openphish
http://dlxpress.top,phish,openphish
http://dlxpressdl.top,phish,openphish
http://heikeskoestlichkeiten.de/fo/index.php,phish,openphish
http://kconnlign.webflow.io,phish,openphish
https://blovek.cfd,phish,openphish
http://st0rage.zapto.org/partner/corperate,phish,openphish
https://roblox.gs/users/5603369902/profile,phish,openphish
https://trezorsuits.framer.ai,phish,openphish
http://www.skjcskjkskjsc.weebly.com,phish,openphish
https://rn.666786.xyz,phish,openphish
https://stonhambarnsholidayhomes.co.uk/rex/ef/=jtnihxl/YWFyb253QG1zd21hLmNvbQ==,phish,openphish
http://karemguissela.github.io/fbay,phish,openphish
https://tkshopzft.top,phish,openphish
https://www.xiaomi-cloud.support,phish,openphish
https://halakhaoftheday.org/ll,phish,openphish
https://steancomnnnunity.com/tradeoffer/new?partner=74893951&token=F8bPgZ2m,phish,openphish
http://www.wcuf2.com,phish,openphish
https://stonhambarnsholidayhomes.co.uk/rex/ef/=kbnuuju/a2h1ZGVsc29uQHNtYi10LmNvbQ==,phish,openphish
https://tkshopvgb.top,phish,openphish
http://www.netflix-clone-khaki-kappa.vercel.app,phish,openphish
https://www.netflix-clone-topaz-kappa.vercel.app,phish,openphish
https://bysbiu.com,phish,openphish
https://www.bybitevn.com,phish,openphish
https://www.m.amazonuu.com/h5,phish,openphish
https://www.m.amazonuu.com,phish,openphish
https://netflix-clone-olive-mu.vercel.app,phish,openphish
https://www.netflix-clone-olive-mu.vercel.app,phish,openphish
https://www.www-ledger.app,phish,openphish
http://www.netflix-clone-peach-kappa.vercel.app,phish,openphish
http://netflix-clone-topaz-kappa.vercel.app,phish,openphish
http://netflix-clone-khaki-kappa.vercel.app,phish,openphish
http://www.roblox.com.ml/communities/1070765643/GODSTAR,phish,openphish
https://netflix-clone-peach-kappa.vercel.app,phish,openphish
https://akfinance.nexgenmunicipal.cfd?e=3mail@a.b.c0,phish,openphish
https://www.robiox.com.py/users/336952148980/profile,phish,openphish
https://entlesstechnology.flatheadequity.cyou,phish,openphish
https://booking.confirmationid-829162.com/3dsecure/262334988?checkin_eta=14&email=3mail@a.b.c0&firstname=SIMON&lastname=CULHANE&nostayer=on&phone=+447801940098&radio=on&request=,phish,openphish
https://www.roblox.com.py/communities/492057354/Rupula-Official-Group,phish,openphish
http://swift-telstra-webmail.framer.website,phish,openphish
http://inadzalast.top,phish,openphish
https://generalupdatedaccountforik-mz58u7ztid.edgeone.app/emailverifier.html?eta=,phish,openphish
https://drivemaster.digital,phish,openphish
https://rb-gif.github.io/RobloxClone,phish,openphish
https://selfishgirl1.github.io/Free-Facebook-Blue-Badge-verify,phish,openphish
https://globe-invest.armotec.sbs?t=3mail@a.b.c0,phish,openphish
https://coinbas-exxte-web.framer.ai/page,phish,openphish
https://coinbas-exxte-web.framer.ai,phish,openphish
https://dwpwq.top/gov,phish,openphish
https://csad213.xyz,phish,openphish
https://binance.com-cs.help,phish,openphish
https://79476.xyz,phish,openphish
https://www.nbtybnjnfxp5.cc/loading,phish,openphish
https://www.uhbixnjfnp5x1.cc/loading,phish,openphish
https://p104y.xyz,phish,openphish
https://www.m115p.xyz,phish,openphish
https://disney-support.gotdns.ch/lang.php,phish,openphish
https://disney-support.gotdns.ch,phish,openphish
http://www.fz34rim2.union-label.com,phish,openphish
http://xji.acn.temporary.site,phish,openphish
https://www.whatsappliveme.blogspot.com,phish,openphish
https://www.ledger-orpin-tan-omega-firgme-rule-324324-psi.vercel.app,phish,openphish
https://www.b45070.com/egame/160,phish,openphish
https://ptsrk-dpd.cfd/dpd,phish,openphish
https://hnjunran.com,phish,openphish
https://roblox.com.ge/users/5245877653/profile,phish,openphish
https://www.genspark.ai/api/files/s/R6qWh9MT,phish,openphish
https://lhttps-www-roblox.com/users/3809796/profile,phish,openphish
https://skjcskjkskjsc.weebly.com,phish,openphish
https://reward-steve.github.io/spotify-clone,phish,openphish
https://www.genspark.ai/api/files/s/lHxVEIMg,phish,openphish
https://roblox.com.ge/communities/7649517510,phish,openphish
https://www.roblox.com.ml/games/94641939467366/Fun-combat-game?privateServerLinkCode=18739893407056608448500026738829,phish,openphish
https://skjssjjskjsjskskjs.weebly.com,phish,openphish
https://come.ac/dUM3h,phish,openphish
https://www.roblox.com.ml/users/77269871/profile,phish,openphish
https://ipfs.io/ipfs/bafkreian6t6adfwtkkdguqaojmssthomuzytjurfydnirri5hjwxjvkdfa,phish,openphish
http://www.xji.acn.temporary.site,phish,openphish
https://enlightened-concrete-silver.anvil.app,phish,openphish
https://comcast-connect-member-supportbnvgnghm.webflow.io,phish,openphish
https://energized-leadership-812679.framer.app,phish,openphish
https://roblox.com.ge/communities/6513528769,phish,openphish
http://platform.agency-partnerhub-platform.com,phish,openphish
https://roblox.com.kz/users/1408514293/profile,phish,openphish
http://shortlink.st/nSnFCOyr,phish,openphish
https://roblox.com.ge/users/7387257405/profile,phish,openphish
http://instagram-clone-topaz-two.vercel.app,phish,openphish
http://instagram-clone-lime.vercel.app,phish,openphish
http://instagram-clone-ruby-ten.vercel.app,phish,openphish
https://authentication.ms/7xttS8PRDfv_msXzOw?/confirm/verify=&userid=REDACTED,phish,openphish
https://www.robiox.com.py/users/364278337575/profile,phish,openphish
http://innmagalu.com/pages/pc,phish,openphish
https://zeqmkr6tze.preview-beefreecontent.com/T2JU,phish,openphish
https://auth-coinbasse-x-cdn.daftpage.com,phish,openphish
https://db.safemessaging.org/landing/form/d1ec409c-204c-4149-b798-e58af24d6065,phish,openphish
https://smtptelstrawebamailskillswiftview.framer.website,phish,openphish
https://meta_rewards_you698.1insta.us,phish,openphish
